Input Text Index,Input Tokens,Tempo di inferenza,Uso CPU prima,Uso CPU dopo,Uso memoria prima,Uso memoria dopo,Perplexity,Bleu,Hallucination
78,114,2.111191749572754,86.9,86.6,64.6,64.6,12.6993989944458,0.5062115707372999,0.327574759721756
79,71,2.0846269130706787,86.9,62.8,64.9,65.0,10.203346252441406,0.4651449494987704,0.08174942433834076
80,0,1.880350112915039,78.2,63.1,64.4,64.4,2.007154941558838,0,0.6185795664787292
81,10,1.9520602226257324,61.9,57.6,64.3,64.5,1.9151287078857422,1.0,0.7647641897201538
82,0,1.849621057510376,60.2,46.5,64.5,64.9,2.007154941558838,0,0.6185795664787292
83,110,1.9889369010925293,55.2,44.4,64.6,64.5,17.08771514892578,0.5181795914587681,0.25655055046081543
84,77,1.963172197341919,54.4,47.2,64.0,64.0,11.386404037475586,0.39812747180729,0.42894136905670166
85,84,1.9611530303955078,59.8,52.2,63.9,63.8,9.697235107421875,0.43948808396766803,0.8434505462646484
86,0,1.855295181274414,43.2,43.0,63.6,63.5,2.007154941558838,0,0.6185795664787292
87,10,1.924684762954712,63.2,47.8,62.9,62.8,1.850665807723999,1.0,0.7960097789764404
88,0,1.8555071353912354,57.3,47.1,63.2,63.0,2.007154941558838,0,0.6185795664787292
89,269,2.1685807704925537,59.3,48.3,63.1,63.0,55.39314270019531,0.7870182834156002,0.06097377836704254
90,116,2.005312919616699,46.1,38.4,63.4,63.5,15.764352798461914,0.51349187144523,0.48002731800079346
91,37,1.9634850025177002,60.0,44.2,62.8,62.8,5.093513488769531,0.23537164857894743,0.2879527509212494
92,83,1.98872709274292,66.3,46.6,63.5,63.4,11.286535263061523,0.42269923398199455,0.4481312036514282
93,0,1.8447160720825195,42.7,47.1,63.3,63.2,2.007154941558838,0,0.6185795664787292
94,7,1.8976609706878662,55.3,44.6,63.4,63.4,1.6564013957977295,1.0,0.661417543888092
95,0,1.86893892288208,61.8,46.5,63.3,63.2,2.007154941558838,0,0.6185795664787292
96,78,2.003504991531372,49.4,49.4,63.9,63.7,7.305366516113281,0.3869442456875557,0.6301380395889282
97,97,2.0036888122558594,48.3,45.5,64.0,63.6,10.280082702636719,0.47754442410349396,0.6338662505149841
98,138,2.0747792720794678,56.3,48.3,64.5,64.3,34.42717742919922,0.568524296943285,0.1926906704902649
99,250,2.1742238998413086,75.6,47.1,63.5,63.6,20.9669132232666,0.7019926656041879,0.2903400957584381
